,lead_id,month,year,numberOfAppointments,numberOfCalls,callTimeMinute,numberofStatuses,hoursSinceCall,isCust
12299,13407,12,2019,7,17,91.23,6,0,1
12300,25298,5,2020,1,35,229.7,9,14,1
12301,21502,3,2020,2,19,112.65,3,25,1
12302,15945,1,2020,9,26,109.33,4,2,1
12303,27334,6,2020,1,10,133.67,5,38,1
12304,35460,8,2020,1,12,147.05,6,1,1
12305,21753,3,2020,13,44,223.63,7,11,1
12306,31005,7,2020,1,12,168.52,4,20,1
12307,3529,9,2019,3,13,119.05,3,9,1
12308,8607,11,2019,1,8,186.45,2,0,1
12309,22414,4,2020,4,32,252.63,4,2,1
12310,31860,7,2020,2,34,206.2,6,0,1
12311,47389,11,2020,1,37,207.65,5,0,1
12312,21936,3,2020,2,31,167.45,4,0,1
12313,18896,3,2020,12,19,80.58,3,3,1
12314,23060,4,2020,2,15,190.48,4,8,1
12315,8850,11,2019,6,61,421.03,9,13,1
12316,48590,11,2020,1,40,97.63,8,14,1
12317,30510,7,2020,2,18,105.7,8,0,1
12318,44834,11,2020,1,39,196.13,7,0,1
12319,24141,4,2020,5,13,149.38,3,120,1
12320,14660,1,2020,1,6,84.73,3,3,1
12321,13486,12,2019,1,2,0.85,2,0,1
12322,21614,3,2020,6,7,109.85,3,0,1
12323,14762,1,2020,7,11,165.37,6,11,1
12324,33427,8,2020,1,40,81.38,10,10,1
12325,29956,7,2020,1,26,123.13,4,21,1
12326,17268,2,2020,6,47,300.08,6,0,1
12327,46118,11,2020,1,83,240.45,5,19,1
12328,15506,1,2020,7,27,114.03,7,0,1
12329,22426,4,2020,5,8,93.88,4,25,1
12330,12847,12,2019,2,7,88.63,4,0,1
12331,20238,3,2020,1,14,110.25,3,32,1
12332,34655,8,2020,2,9,132.53,6,1,1
12333,39998,9,2020,1,35,149.12,6,25,1
12334,49858,12,2020,1,34,215.28,6,0,1
12335,48728,11,2020,1,97,320.6,4,11,1
12336,29772,7,2020,1,41,203.0,5,0,1
12337,29225,6,2020,1,17,135.28,4,13,1
12338,22376,4,2020,1,11,79.58,2,0,1
12339,22625,4,2020,6,25,128.48,3,14,1
12340,35288,8,2020,2,12,163.57,6,0,1
12341,47389,11,2020,1,37,207.65,5,0,1
12342,12871,12,2019,4,28,19.8,14,5,1
12343,38008,9,2020,1,27,231.93,8,2,1
12344,32566,7,2020,1,53,409.5,6,0,1
12345,40503,10,2020,4,26,155.62,9,12,1
12346,13260,12,2019,3,12,85.98,3,0,1
12347,3810,9,2019,2,10,79.42,6,8,1
12348,24939,5,2020,5,9,71.88,3,0,1
12349,11112,12,2019,3,35,155.15,4,0,1
12350,31263,7,2020,1,26,169.42,4,0,1
12351,11299,12,2019,7,29,142.18,9,0,1
12352,22376,4,2020,1,11,79.58,2,0,1
12353,4206,9,2019,2,14,30.62,4,2,1
12354,6626,10,2019,1,18,227.2,3,12,1
12355,15256,1,2020,3,26,198.45,3,10,1
12356,732,7,2019,2,51,151.83,5,936,1
12357,12669,12,2019,11,106,265.55,7,41,1
12358,6674,10,2019,1,6,90.35,3,9,1
12359,720,7,2019,1,26,282.43,4,387,1
12360,17902,2,2020,6,11,157.88,5,17,1
12361,32838,8,2020,1,17,159.97,4,0,1
12362,26394,5,2020,2,10,43.38,3,0,1
12363,41620,10,2020,1,13,179.77,5,33,1
12364,50880,12,2020,1,44,215.07,6,42,1
12365,12559,12,2019,1,31,284.85,4,0,1
12366,45307,11,2020,1,55,252.42,7,0,1
12367,29976,7,2020,1,28,249.85,4,18,1
12368,14762,1,2020,7,11,165.37,6,11,1
12369,42247,10,2020,1,27,249.43,5,1656,1
12370,17580,2,2020,7,19,92.95,7,0,1
12371,1548,8,2019,6,17,65.22,5,512,1
12372,7051,10,2019,1,14,48.17,2,0,1
12373,3541,9,2019,1,16,12.97,3,0,1
12374,30317,7,2020,2,17,133.6,3,0,1
12375,26849,6,2020,1,11,53.23,4,127,1
12376,27751,6,2020,7,30,169.2,3,11,1
12377,22061,4,2020,5,22,257.93,6,0,1
12378,5666,10,2019,2,19,112.13,3,0,1
12379,2229,8,2019,4,27,192.95,9,4,1
12380,43571,10,2020,1,72,458.17,6,62,1
12381,2627,8,2019,9,24,116.3,4,10,1
12382,26447,5,2020,4,10,157.23,4,0,1
12383,6312,10,2019,1,21,223.43,3,0,1
12384,49086,12,2020,1,50,163.03,9,0,1
12385,26447,5,2020,4,10,157.23,4,0,1
12386,1697,8,2019,1,19,332.27,5,0,1
12387,6332,10,2019,1,23,39.18,6,0,1
12388,33423,8,2020,1,28,148.98,5,446,1
12389,45984,11,2020,1,47,281.15,7,13,1
12390,19381,3,2020,1,7,22.38,3,0,1
12391,22739,4,2020,4,28,132.32,9,0,1
12392,30824,7,2020,4,10,91.35,6,0,1
12393,24281,5,2020,5,29,267.18,5,0,1
12394,10902,12,2019,1,4,0.17,4,1,1
12395,9069,11,2019,9,37,148.52,4,7,1
12396,18126,2,2020,9,73,349.18,8,0,1
12397,29291,6,2020,1,25,113.87,4,0,1
12398,47034,11,2020,1,39,130.12,5,260,1
12399,350,8,2019,1,13,135.2,3,51,1
12400,18969,3,2020,4,34,190.92,3,126,1
12401,47131,11,2020,1,18,277.05,6,0,1
12402,13189,12,2019,2,14,145.27,7,0,1
12403,41822,10,2020,1,11,83.13,7,0,1
12404,9915,11,2019,2,7,15.52,3,0,1
12405,21727,3,2020,2,9,123.02,3,66,1
12406,5735,10,2019,1,40,128.93,6,0,1
12407,43124,10,2020,3,17,153.15,8,0,1
12408,34014,8,2020,1,41,262.82,4,0,1
12409,12358,12,2019,3,14,80.53,3,0,1
12410,41731,10,2020,1,57,396.23,6,0,1
12411,24377,5,2020,4,10,127.75,3,37,1
12412,41569,10,2020,1,33,152.13,6,0,1
12413,46760,11,2020,2,40,145.53,7,42,1
12414,35686,8,2020,2,19,161.55,5,6,1
12415,16409,2,2020,1,19,233.97,3,13,1
12416,21459,3,2020,3,13,93.95,5,0,1
12417,16986,2,2020,4,12,135.08,5,39,1
12418,4484,9,2019,2,16,107.27,4,0,1
12419,32680,8,2020,1,55,336.22,11,39,1
12420,21835,3,2020,3,15,131.02,3,21,1
12421,16986,2,2020,4,12,135.08,5,39,1
12422,31516,7,2020,1,3,0.12,5,0,1
12423,23165,4,2020,3,15,129.48,2,0,1
12424,31528,7,2020,1,24,15.4,4,0,1
12425,3120,9,2019,2,9,131.65,5,1,1
12426,11565,12,2019,1,8,19.35,7,1,1
12427,7863,10,2019,2,43,495.87,7,0,1
12428,9356,11,2019,2,14,96.92,5,10,1
12429,5307,10,2019,1,11,24.92,4,0,1
12430,23649,4,2020,4,19,154.03,4,0,1
12431,21722,3,2020,4,11,73.45,4,0,1
12432,18249,2,2020,5,18,94.4,4,0,1
12433,40073,9,2020,1,37,110.88,7,29,1
12434,34044,8,2020,2,29,164.88,8,15,1
12435,27751,6,2020,7,30,169.2,3,11,1
12436,38922,9,2020,2,48,175.65,8,0,1
12437,31238,7,2020,1,12,12.02,3,0,1
12438,30317,7,2020,2,17,133.6,3,0,1
12439,49858,12,2020,1,34,215.28,6,0,1
12440,22081,4,2020,2,20,193.0,3,23,1
12441,2668,7,2019,3,46,338.15,13,886,1
12442,31741,7,2020,4,17,93.42,5,0,1
12443,12871,12,2019,4,28,19.8,14,5,1
12444,10496,11,2019,1,6,74.17,4,0,1
12445,33910,8,2020,2,15,109.0,4,12,1
12446,52180,1,2021,3,33,122.23,11,10,1
12447,38008,9,2020,1,27,231.93,8,2,1
12448,8266,10,2019,1,9,77.78,2,0,1
12449,33913,8,2020,1,22,171.13,7,11,1
12450,34911,8,2020,1,18,103.95,7,22,1
12451,52351,1,2021,4,35,224.35,9,0,1
12452,19631,3,2020,5,6,109.72,6,116,1
12453,4301,9,2019,4,11,128.08,5,0,1
12454,3504,9,2019,1,18,150.68,2,0,1
12455,35092,8,2020,1,12,101.62,6,11,1
12456,13680,1,2020,16,33,136.25,5,9,1
12457,4117,9,2019,9,33,192.32,4,51,1
12458,37809,9,2020,1,14,117.95,5,0,1
12459,24377,5,2020,4,10,127.75,3,37,1
12460,9643,11,2019,2,4,107.12,3,2,1
12461,35905,9,2020,1,36,155.75,6,0,1
12462,12312,12,2019,15,22,143.58,8,1,1
12463,42902,10,2020,1,17,172.27,7,3,1
12464,32129,7,2020,1,13,74.25,3,10,1
12465,25273,5,2020,1,22,186.38,9,23,1
12466,41356,10,2020,1,83,237.42,4,0,1
12467,8432,10,2019,1,19,147.2,2,0,1
12468,35093,8,2020,1,18,223.35,4,12,1
12469,3529,9,2019,3,13,119.05,3,9,1
12470,49086,12,2020,1,50,163.03,9,0,1
12471,20235,3,2020,5,28,175.45,3,33,1
12472,16211,1,2020,2,10,161.35,3,10,1
12473,13189,12,2019,2,14,145.27,7,0,1
12474,45954,11,2020,1,46,170.67,13,0,1
12475,22243,4,2020,1,26,184.83,2,70,1
12476,22376,4,2020,1,11,79.58,2,0,1
12477,31125,7,2020,1,13,142.73,4,1,1
12478,9762,11,2019,1,19,106.02,2,0,1
12479,3997,9,2019,2,9,125.97,2,21,1
12480,51747,1,2021,3,61,479.73,12,0,1
12481,5342,10,2019,1,5,122.87,5,0,1
12482,7940,10,2019,2,13,157.32,4,0,1
12483,2861,9,2019,1,3,113.5,2,20,1
12484,52218,1,2021,1,34,168.82,8,0,1
12485,26848,6,2020,6,39,188.12,11,0,1
12486,48695,11,2020,1,31,198.92,5,0,1
12487,26251,5,2020,2,21,81.02,7,0,1
12488,7175,10,2019,1,11,31.95,2,72,1
12489,51819,1,2021,3,29,174.25,11,2,1
12490,29776,7,2020,3,22,191.32,10,3306,1
12491,36414,9,2020,3,34,103.62,11,0,1
12492,2603,8,2019,6,41,343.85,13,937,1
12493,14323,1,2020,5,8,85.88,4,20,1
12494,16986,2,2020,4,12,135.08,5,39,1
12495,25722,5,2020,2,34,169.27,6,21,1
12496,28720,6,2020,1,3,86.75,3,0,1
12497,52561,1,2021,1,28,204.18,5,0,1
12498,7629,10,2019,1,7,98.72,3,4,1
12499,45975,11,2020,1,18,212.6,7,0,1
12500,51968,1,2021,1,40,257.67,6,0,1
12501,26791,6,2020,1,6,170.23,3,149,1
12502,7780,10,2019,2,19,119.27,2,0,1
12503,19387,3,2020,9,18,132.22,7,0,1
12504,16769,2,2020,5,21,228.73,5,0,1
12505,17506,2,2020,6,35,139.67,3,1,1
12506,1697,8,2019,1,19,332.27,5,0,1
12507,18200,2,2020,10,32,263.7,4,20,1
12508,18224,2,2020,6,11,177.27,3,2,1
12509,41923,10,2020,3,21,136.97,5,0,1
12510,10947,12,2019,1,29,41.53,11,0,1
12511,41620,10,2020,1,13,179.77,5,33,1
12512,35632,8,2020,1,18,160.88,5,0,1
12513,27376,6,2020,1,11,129.03,5,16,1
12514,1385,3,2019,9,29,25.12,2,4204,1
12515,30172,7,2020,1,17,226.47,4,27,1
12516,22388,4,2020,3,46,228.23,6,0,1
12517,35612,8,2020,1,37,218.23,7,0,1
12518,7669,10,2019,1,37,155.37,2,48,1
12519,24198,4,2020,5,26,235.82,5,0,1
12520,5085,9,2019,6,34,146.72,7,0,1
12521,44433,10,2020,1,24,130.37,4,0,1
12522,35386,8,2020,1,22,171.3,5,21,1
12523,3190,9,2019,2,21,164.28,4,0,1
12524,1385,3,2019,9,29,25.12,2,4204,1
12525,1697,8,2019,1,19,332.27,5,0,1
12526,44433,10,2020,1,24,130.37,4,0,1
12527,4728,9,2019,1,11,104.83,3,0,1
12528,26779,6,2020,1,33,165.6,8,0,1
12529,47131,11,2020,1,18,277.05,6,0,1
12530,12270,12,2019,1,9,142.62,3,0,1
12531,26779,6,2020,1,33,165.6,8,0,1
12532,18003,2,2020,31,59,240.63,7,0,1
12533,43064,10,2020,1,36,124.3,5,0,1
12534,38414,9,2020,1,53,176.5,9,766,1
12535,6332,10,2019,1,23,39.18,6,0,1
12536,51968,1,2021,1,40,257.67,6,0,1
12537,19965,3,2020,3,18,127.43,6,0,1
12538,2512,8,2019,2,3,34.67,3,679,1
12539,5043,9,2019,1,8,23.65,2,0,1
12540,24238,4,2020,5,31,148.12,3,0,1
12541,21502,3,2020,2,19,112.65,3,25,1
12542,53198,1,2021,1,21,158.87,6,13,1
12543,29512,6,2020,1,15,100.4,5,12,1
12544,9643,11,2019,2,4,107.12,3,2,1
12545,12321,12,2019,23,57,192.27,12,0,1
12546,25596,5,2020,2,7,164.53,5,0,1
12547,42840,10,2020,1,42,194.33,7,21,1
12548,488,8,2019,16,19,93.23,2,21,1
12549,7863,10,2019,2,43,495.87,7,0,1
12550,43464,10,2020,1,11,112.83,4,0,1
12551,49619,12,2020,2,17,84.28,5,0,1
12552,17713,2,2020,7,19,129.48,5,0,1
12553,23837,4,2020,3,6,117.18,4,45,1
12554,25838,5,2020,2,3,163.13,2,0,1
12555,14719,1,2020,3,22,206.72,3,0,1
12556,21760,3,2020,4,34,235.23,5,5,1
12557,30263,7,2020,1,61,239.33,5,0,1
12558,9689,11,2019,2,18,183.88,3,17,1
12559,18126,2,2020,9,73,349.18,8,0,1
12560,19058,3,2020,10,12,134.1,4,26,1
12561,15170,1,2020,15,36,266.07,11,23,1
12562,23124,4,2020,3,53,190.65,4,10,1
12563,52937,1,2021,1,28,200.85,5,4,1
12564,11893,12,2019,1,32,198.83,9,0,1
12565,38414,9,2020,1,53,176.5,9,766,1
12566,47002,11,2020,4,17,111.17,5,0,1
12567,4969,9,2019,1,23,37.63,11,18,1
12568,29976,7,2020,1,28,249.85,4,18,1
12569,7118,10,2019,1,20,196.75,3,0,1
12570,5666,10,2019,2,19,112.13,3,0,1
12571,37888,9,2020,1,25,77.27,6,0,1
12572,23043,4,2020,3,10,119.1,4,22,1
12573,13673,1,2020,7,53,292.62,10,2,1
12574,21886,3,2020,12,14,175.6,6,1,1
12575,29976,7,2020,1,28,249.85,4,18,1
12576,19857,3,2020,5,15,104.18,3,2,1
12577,32909,8,2020,1,3,42.83,4,0,1
12578,28477,6,2020,1,13,204.83,3,93,1
12579,4950,9,2019,1,44,255.78,7,21,1
12580,25891,5,2020,2,24,226.38,6,90,1
12581,38052,9,2020,1,80,485.4,5,28,1
12582,34044,8,2020,2,29,164.88,8,15,1
12583,53094,1,2021,1,38,114.63,6,4,1
12584,6437,10,2019,2,27,129.42,4,1,1
12585,32447,7,2020,1,8,31.28,4,0,1
12586,4241,9,2019,2,41,193.75,9,2,1
12587,9909,11,2019,2,9,20.67,5,23,1
12588,32303,7,2020,1,4,83.18,2,0,1
12589,11830,12,2019,1,5,22.95,2,0,1
12590,11606,12,2019,1,29,268.05,3,0,1
12591,47004,11,2020,3,16,128.77,6,26,1
12592,27369,6,2020,1,19,143.53,6,17,1
12593,18369,2,2020,3,23,245.62,3,0,1
12594,25487,5,2020,4,6,55.65,3,0,1
12595,874,6,2019,1,62,237.58,6,11903,1
12596,11621,12,2019,2,25,55.28,7,0,1
12597,39998,9,2020,1,35,149.12,6,25,1
12598,10841,11,2019,1,14,148.22,6,34,1
12599,1268,7,2019,2,11,91.0,5,1346,1
12600,26376,5,2020,1,12,129.75,3,0,1
12601,9762,11,2019,1,19,106.02,2,0,1
12602,40858,10,2020,2,32,122.13,12,12,1
12603,3915,9,2019,2,12,153.68,3,0,1
12604,30419,7,2020,1,22,88.98,5,0,1
12605,52980,1,2021,1,15,106.33,8,0,1
12606,15040,1,2020,11,52,313.7,5,0,1
12607,13453,12,2019,3,12,111.78,4,0,1
12608,13818,1,2020,2,9,97.92,4,0,1
12609,21936,3,2020,2,31,167.45,4,0,1
12610,36024,9,2020,2,31,198.27,9,0,1
12611,13680,1,2020,16,33,136.25,5,9,1
12612,30335,7,2020,1,52,169.37,4,0,1
12613,24019,4,2020,2,4,99.27,3,0,1
12614,53038,1,2021,2,32,242.67,7,24,1
12615,33285,8,2020,2,10,162.1,7,0,1
12616,45307,11,2020,1,55,252.42,7,0,1
12617,33308,8,2020,1,15,108.98,5,52,1
12618,23736,4,2020,3,12,190.23,5,0,1
12619,1003,8,2019,2,20,62.58,5,14,1
12620,2122,8,2019,1,9,254.55,3,12,1
12621,35717,8,2020,1,19,82.83,6,15,1
12622,21459,3,2020,3,13,93.95,5,0,1
12623,922,8,2019,1,10,164.7,4,48,1
12624,31076,7,2020,1,13,128.32,5,2,1
12625,26447,5,2020,4,10,157.23,4,0,1
12626,18417,2,2020,16,56,189.05,9,9,1
12627,27694,6,2020,2,9,158.67,4,0,1
12628,44132,10,2020,1,35,188.65,5,71,1
12629,21459,3,2020,3,13,93.95,5,0,1
12630,25646,5,2020,3,24,140.57,5,0,1
12631,32566,7,2020,1,53,409.5,6,0,1
12632,18369,2,2020,3,23,245.62,3,0,1
12633,24677,5,2020,8,32,263.77,5,0,1
12634,27091,6,2020,1,20,93.0,4,9,1
12635,18481,2,2020,7,18,50.9,5,0,1
12636,27475,6,2020,3,30,229.02,6,25,1
12637,16436,2,2020,2,4,56.62,3,0,1
12638,49860,12,2020,5,22,148.18,9,0,1
12639,1245,2,2019,3,25,133.43,2,5141,1
12640,32684,8,2020,1,18,114.38,6,35,1
12641,21610,3,2020,6,24,238.93,4,0,1
12642,371,8,2019,8,10,119.23,5,23,1
12643,14093,1,2020,10,16,135.72,6,1,1
12644,38008,9,2020,1,27,231.93,8,2,1
12645,19876,3,2020,1,14,186.2,2,0,1
12646,31119,7,2020,1,17,37.32,2,311,1
12647,5558,10,2019,8,23,118.73,10,1414,1
12648,16030,1,2020,5,10,74.32,4,0,1
12649,38702,9,2020,1,12,125.25,5,0,1
12650,44120,10,2020,1,33,95.62,9,0,1
12651,22469,4,2020,2,9,81.35,3,3,1
12652,48934,12,2020,1,29,184.3,5,20,1
12653,15859,1,2020,5,22,153.67,5,8,1
12654,8789,11,2019,1,5,101.92,4,0,1
12655,2861,9,2019,1,3,113.5,2,20,1
12656,39998,9,2020,1,35,149.12,6,25,1
12657,29976,7,2020,1,28,249.85,4,18,1
12658,34044,8,2020,2,29,164.88,8,15,1
12659,34311,8,2020,1,17,162.38,4,54,1
12660,10002,11,2019,2,14,28.8,4,0,1
12661,22562,4,2020,12,19,103.92,5,5,1
12662,15744,1,2020,1,31,45.93,10,0,1
12663,45293,11,2020,1,36,251.82,7,0,1
12664,19540,3,2020,5,59,253.73,9,213,1
12665,17795,2,2020,5,14,148.25,6,5,1
12666,3504,9,2019,1,18,150.68,2,0,1
12667,14030,1,2020,3,40,233.4,4,26,1
12668,1003,8,2019,2,20,62.58,5,14,1
12669,11238,12,2019,1,6,11.72,2,0,1
12670,23402,4,2020,3,11,179.68,3,58,1
12671,49538,12,2020,4,40,313.37,12,12,1
12672,34295,8,2020,1,13,149.9,7,4,1
12673,40664,10,2020,12,54,231.35,10,0,1
12674,7572,10,2019,4,76,339.83,11,19,1
12675,27181,6,2020,1,34,238.45,5,0,1
12676,7104,10,2019,1,19,124.82,2,0,1
12677,15721,1,2020,2,15,112.48,5,0,1
12678,19876,3,2020,1,14,186.2,2,0,1
12679,13260,12,2019,3,12,85.98,3,0,1
12680,24377,5,2020,4,10,127.75,3,37,1
12681,26299,5,2020,4,27,154.17,7,0,1
12682,12824,12,2019,1,22,186.97,6,0,1
12683,52937,1,2021,1,28,200.85,5,4,1
12684,10990,12,2019,1,29,173.93,3,0,1
12685,18637,2,2020,9,19,182.62,5,0,1
12686,26744,6,2020,1,7,127.53,3,96,1
12687,30146,7,2020,2,10,83.58,7,1,1
12688,22156,4,2020,3,36,156.7,7,0,1
12689,31076,7,2020,1,13,128.32,5,2,1
12690,4602,9,2019,1,7,119.37,4,0,1
12691,4185,9,2019,1,4,16.02,4,15,1
12692,8377,10,2019,1,18,225.25,5,0,1
12693,3761,9,2019,2,11,127.6,4,38,1
12694,43028,10,2020,1,27,257.8,6,11,1
12695,7146,10,2019,5,34,139.23,9,2,1
12696,23675,4,2020,5,24,107.77,9,0,1
12697,7909,10,2019,3,34,183.6,5,12,1
12698,35679,8,2020,1,46,304.6,7,14,1
12699,12827,12,2019,2,14,91.27,5,0,1
12700,35567,8,2020,1,4,60.75,5,426,1
12701,27249,6,2020,1,15,12.62,3,0,1
12702,13336,12,2019,9,51,262.02,8,21,1
12703,16106,1,2020,4,13,113.63,2,25,1
12704,33876,8,2020,2,39,119.27,17,0,1
12705,41302,10,2020,1,50,416.62,4,0,1
12706,8479,10,2019,1,14,114.93,8,0,1
12707,20301,3,2020,20,39,279.58,4,14,1
12708,4628,9,2019,8,31,95.37,9,0,1
12709,17636,2,2020,3,19,114.58,6,0,1
12710,31089,7,2020,12,31,209.03,13,0,1
12711,3824,9,2019,3,66,236.05,18,6,1
12712,3997,9,2019,2,9,125.97,2,21,1
12713,21668,3,2020,6,13,84.98,7,11,1
12714,2603,8,2019,6,41,343.85,13,937,1
12715,8527,10,2019,1,20,167.17,4,2,1
12716,37932,9,2020,1,49,404.98,5,0,1
12717,49194,12,2020,1,25,159.53,5,2,1
12718,4450,9,2019,1,16,197.77,2,355,1
12719,13058,12,2019,2,16,171.57,4,0,1
12720,40212,9,2020,2,15,111.07,6,17,1
12721,7629,10,2019,1,7,98.72,3,4,1
12722,23790,4,2020,1,36,220.23,6,0,1
12723,23790,4,2020,1,36,220.23,6,0,1
12724,8607,11,2019,1,8,186.45,2,0,1
12725,14078,1,2020,20,90,221.7,7,14,1
12726,20198,3,2020,2,4,141.67,3,53,1
12727,33423,8,2020,1,28,148.98,5,446,1
12728,32838,8,2020,1,17,159.97,4,0,1
12729,35093,8,2020,1,18,223.35,4,12,1
12730,23875,4,2020,2,12,69.97,6,46,1
12731,41688,10,2020,4,26,111.52,5,17,1
12732,5060,9,2019,1,33,231.93,10,0,1
12733,5493,10,2019,2,23,181.15,3,0,1
12734,26017,5,2020,2,23,265.22,3,45,1
12735,3780,9,2019,1,31,76.88,2,31,1
12736,16767,2,2020,3,27,88.13,9,0,1
12737,36600,9,2020,2,23,158.48,8,285,1
12738,26864,6,2020,1,25,152.55,7,43,1
12739,41750,10,2020,1,18,96.1,5,5,1
12740,22221,4,2020,2,36,184.23,3,0,1
12741,2229,8,2019,4,27,192.95,9,4,1
12742,30046,7,2020,2,17,152.85,6,0,1
12743,10204,11,2019,11,29,218.85,4,0,1
12744,21658,3,2020,3,26,169.03,2,87,1
12745,26162,5,2020,1,11,149.78,4,0,1
12746,9052,11,2019,3,22,37.77,5,10,1
12747,2784,8,2019,1,9,117.7,3,0,1
12748,12827,12,2019,2,14,91.27,5,0,1
12749,11632,12,2019,1,10,67.0,6,0,1
12750,30067,7,2020,1,27,142.65,2,0,1
12751,31516,7,2020,1,3,0.12,5,0,1
12752,40387,10,2020,3,70,332.3,8,0,1
12753,32008,7,2020,1,11,118.25,4,219,1
12754,32724,8,2020,2,11,166.02,6,21,1
12755,18000,2,2020,5,15,126.17,3,10,1
12756,29743,7,2020,1,4,48.7,4,97,1
12757,33058,8,2020,1,27,179.02,7,4,1
12758,22243,4,2020,1,26,184.83,2,70,1
12759,9096,11,2019,1,15,73.2,2,0,1
12760,9746,11,2019,3,24,83.68,6,10,1
12761,7626,10,2019,1,14,64.75,4,0,1
12762,15969,1,2020,2,6,67.05,4,0,1
12763,48153,11,2020,3,26,185.2,12,12,1
12764,2784,8,2019,1,9,117.7,3,0,1
12765,25158,5,2020,2,3,72.0,2,0,1
12766,3657,9,2019,1,32,161.5,2,0,1
12767,7198,10,2019,1,6,6.72,3,17,1
12768,4206,9,2019,2,14,30.62,4,2,1
12769,6834,10,2019,3,13,129.05,5,151,1
12770,5046,9,2019,4,17,135.28,5,0,1
12771,22505,4,2020,5,137,424.78,5,1,1
12772,47389,11,2020,1,37,207.65,5,0,1
12773,25487,5,2020,4,6,55.65,3,0,1
12774,2132,8,2019,2,13,137.55,6,0,1
12775,24161,4,2020,5,34,183.33,4,115,1
12776,31241,7,2020,4,10,91.87,4,3,1
12777,13990,1,2020,4,16,109.8,4,13,1
12778,50618,12,2020,1,29,155.95,5,0,1
12779,36760,9,2020,1,13,104.7,9,2,1
12780,8506,10,2019,1,21,104.68,5,0,1
12781,43464,10,2020,1,11,112.83,4,0,1
12782,26130,5,2020,1,28,380.4,4,1,1
12783,22348,4,2020,1,21,118.05,3,0,1
12784,7104,10,2019,1,19,124.82,2,0,1
12785,28437,6,2020,1,41,251.23,7,12,1
12786,26356,5,2020,1,34,186.25,8,0,1
12787,23001,4,2020,4,12,123.63,4,28,1
12788,11606,12,2019,1,29,268.05,3,0,1
12789,2203,8,2019,2,14,122.75,6,21,1
12790,44433,10,2020,1,24,130.37,4,0,1
12791,2982,9,2019,7,28,146.75,10,0,1
12792,31557,7,2020,1,3,130.0,2,13,1
12793,28481,6,2020,1,35,180.47,5,0,1
12794,19932,3,2020,3,26,180.8,3,19,1
12795,15632,1,2020,1,32,144.92,2,0,1
12796,24192,4,2020,6,12,124.83,6,0,1
12797,2244,8,2019,3,22,57.28,6,0,1
12798,26111,5,2020,1,12,150.58,4,0,1
12799,25293,5,2020,2,12,116.6,4,0,1
12800,45645,11,2020,2,16,35.33,10,0,1
12801,15772,1,2020,3,40,222.2,15,0,1
12802,50618,12,2020,1,29,155.95,5,0,1
12803,41822,10,2020,1,11,83.13,7,0,1
12804,9689,11,2019,2,18,183.88,3,17,1
12805,6912,10,2019,1,12,12.97,3,10,1
12806,14060,1,2020,1,10,45.87,2,357,1
12807,9496,11,2019,1,66,192.22,9,0,1
12808,8937,11,2019,1,11,176.63,2,0,1
12809,3778,9,2019,4,19,188.48,5,79,1
12810,44834,11,2020,1,39,196.13,7,0,1
12811,28930,6,2020,3,66,331.23,13,3391,1
12812,12270,12,2019,1,9,142.62,3,0,1
12813,49385,12,2020,1,27,229.28,7,0,1
12814,21841,3,2020,2,25,202.77,3,26,1
12815,47389,11,2020,1,37,207.65,5,0,1
12816,36006,9,2020,2,81,202.35,19,0,1
12817,7118,10,2019,1,20,196.75,3,0,1
12818,35386,8,2020,1,22,171.3,5,21,1
12819,22098,4,2020,6,15,111.53,9,2,1
12820,38049,9,2020,1,11,117.38,4,6,1
12821,2591,1,2019,5,26,154.12,5,9464,1
12822,24754,5,2020,3,12,118.15,3,3,1
12823,12827,12,2019,2,14,91.27,5,0,1
12824,23268,4,2020,7,65,410.02,4,45,1
12825,49194,12,2020,1,25,159.53,5,2,1
12826,1762,8,2019,1,14,210.67,2,861,1
12827,37955,9,2020,1,18,125.98,5,0,1
12828,25497,5,2020,3,31,166.88,6,0,1
12829,45979,11,2020,1,19,180.32,5,0,1
12830,26363,5,2020,1,9,162.15,3,0,1
12831,5307,10,2019,1,11,24.92,4,0,1
12832,13407,12,2019,7,17,91.23,6,0,1
12833,19965,3,2020,3,18,127.43,6,0,1
12834,49194,12,2020,1,25,159.53,5,2,1
12835,1697,8,2019,1,19,332.27,5,0,1
12836,2837,9,2019,2,22,172.92,8,67,1
12837,727,7,2019,2,51,349.37,14,614,1
12838,23165,4,2020,3,15,129.48,2,0,1
12839,25273,5,2020,1,22,186.38,9,23,1
12840,3568,9,2019,3,10,111.03,2,14,1
12841,33907,8,2020,1,15,170.8,4,0,1
12842,22081,4,2020,2,20,193.0,3,23,1
12843,5640,10,2019,8,29,166.1,4,3935,1
12844,26439,5,2020,4,41,188.12,4,0,1
12845,3862,9,2019,2,4,75.0,3,0,1
12846,12686,12,2019,10,30,151.42,5,38,1
12847,6912,10,2019,1,12,12.97,3,10,1
12848,21496,3,2020,2,43,249.93,5,48,1
12849,37888,9,2020,1,25,77.27,6,0,1
12850,23837,4,2020,3,6,117.18,4,45,1
12851,47880,11,2020,4,66,299.83,17,36,1
12852,9746,11,2019,3,24,83.68,6,10,1
12853,47034,11,2020,1,39,130.12,5,260,1
12854,11821,12,2019,19,42,240.92,7,0,1
12855,35014,8,2020,1,5,7.07,2,1943,1
