,month,year,numberOfAppointments,numberOfCalls,callTimeMinute,numberofStatuses,hoursSinceCall,isCust
12615,4,2020,2,20,193.0,3,23,1
12616,2,2020,4,8,84.45,7,0,1
12617,4,2020,6,15,111.53,9,2,1
12618,9,2019,1,33,143.8,5,0,1
12619,10,2019,3,13,129.05,5,151,1
12620,8,2020,1,22,166.23,4,15,1
12621,9,2019,1,12,30.02,2,0,1
12622,6,2020,1,7,127.53,3,96,1
12623,4,2020,4,28,132.32,9,0,1
12624,6,2020,1,35,180.47,5,0,1
12625,8,2020,1,12,101.62,6,11,1
12626,10,2020,1,50,416.62,4,0,1
12627,9,2019,1,31,76.88,2,31,1
12628,11,2020,1,39,196.13,7,0,1
12629,10,2020,4,26,155.62,9,12,1
12630,6,2020,2,31,96.32,4,0,1
12631,8,2020,1,17,162.38,4,54,1
12632,1,2020,1,20,194.83,3,0,1
12633,9,2019,1,5,37.53,3,5,1
12634,9,2020,2,81,202.35,19,0,1
12635,8,2020,1,37,165.78,10,0,1
12636,8,2019,1,9,117.7,3,0,1
12637,10,2019,1,19,124.82,2,0,1
12638,12,2019,3,13,121.47,5,0,1
12639,5,2020,2,21,81.02,7,0,1
12640,1,2020,7,12,106.32,3,15,1
12641,4,2020,3,35,123.63,4,0,1
12642,2,2020,5,32,276.13,10,0,1
12643,10,2020,1,48,188.27,5,1,1
12644,1,2021,1,27,175.02,8,0,1
12645,5,2020,2,23,192.58,3,0,1
12646,9,2020,1,50,253.83,9,10,1
12647,9,2020,2,38,219.53,10,0,1
12648,10,2020,1,56,252.02,3,1224,1
12649,4,2020,4,21,171.03,4,65,1
12650,11,2020,1,40,97.63,8,14,1
12651,4,2020,2,80,217.25,7,24,1
12652,10,2019,2,10,78.87,4,65,1
12653,9,2019,2,24,177.13,2,2,1
12654,12,2020,4,49,402.8,12,0,1
12655,11,2020,3,26,185.2,12,12,1
12656,1,2021,1,59,232.65,5,0,1
12657,11,2020,1,20,150.75,7,42,1
12658,4,2020,12,19,103.92,5,5,1
12659,12,2019,11,106,265.55,7,41,1
12660,9,2019,2,41,193.75,9,2,1
12661,1,2020,4,27,274.33,3,0,1
12662,4,2020,5,9,130.2,4,0,1
12663,5,2020,6,84,552.78,5,0,1
12664,4,2020,5,8,93.88,4,25,1
12665,4,2020,5,31,148.12,3,0,1
12666,10,2019,1,14,196.15,3,0,1
12667,9,2020,1,19,148.13,7,7,1
12668,10,2020,1,18,96.1,5,5,1
12669,6,2020,1,37,259.1,4,10,1
12670,7,2020,1,53,409.5,6,0,1
12671,8,2020,1,7,6.5,4,0,1
12672,7,2019,1,21,46.38,8,699,1
12673,8,2020,1,18,223.35,4,12,1
12674,8,2020,1,32,223.62,6,222,1
12675,8,2020,2,10,162.1,7,0,1
12676,1,2021,3,33,122.23,11,10,1
12677,1,2021,1,27,175.02,8,0,1
12678,6,2020,1,29,100.6,5,1,1
12679,8,2019,2,4,47.72,3,179,1
12680,4,2020,5,9,87.13,5,0,1
12681,3,2020,2,43,249.93,5,48,1
12682,1,2021,1,38,114.63,6,4,1
12683,2,2020,6,14,165.7,4,0,1
12684,12,2019,1,8,19.35,7,1,1
12685,12,2020,1,50,250.8,6,68,1
12686,1,2020,5,8,85.88,4,20,1
12687,5,2020,1,25,229.18,3,0,1
12688,3,2020,3,26,180.8,3,19,1
12689,6,2020,1,36,354.62,7,1,1
12690,1,2021,1,34,168.82,8,0,1
12691,6,2020,1,25,359.42,4,9,1
12692,1,2020,1,10,118.35,3,0,1
12693,7,2020,1,24,114.52,3,23,1
12694,9,2019,2,5,20.02,4,11,1
12695,1,2021,2,23,172.35,6,0,1
12696,1,2020,28,39,220.17,8,0,1
12697,10,2020,1,11,112.83,4,0,1
12698,1,2020,4,12,72.23,13,12,1
12699,11,2020,1,19,180.32,5,0,1
12700,8,2020,1,27,179.02,7,4,1
12701,6,2020,1,36,354.62,7,1,1
12702,9,2019,1,23,37.63,11,18,1
12703,8,2020,1,3,42.83,4,0,1
12704,12,2019,3,15,114.08,3,0,1
12705,8,2020,1,37,218.23,7,0,1
12706,2,2020,1,39,125.47,9,0,1
12707,12,2019,23,57,192.27,12,0,1
12708,10,2019,2,24,152.03,7,12,1
12709,6,2020,1,15,12.62,3,0,1
12710,1,2020,20,90,221.7,7,14,1
12711,9,2019,3,10,111.03,2,14,1
12712,7,2019,1,26,282.43,4,387,1
12713,4,2020,3,17,135.2,2,4,1
12714,11,2019,1,12,49.77,3,0,1
12715,12,2019,11,21,123.42,4,2,1
12716,6,2020,2,12,153.2,5,0,1
12717,7,2020,1,24,83.02,5,70,1
12718,10,2019,1,18,225.25,5,0,1
12719,5,2020,3,5,107.42,4,0,1
12720,4,2020,3,17,135.2,2,4,1
12721,8,2019,9,32,130.18,7,173,1
12722,8,2020,2,29,164.88,8,15,1
12723,1,2021,1,47,192.08,10,39,1
12724,8,2020,1,7,37.48,2,76,1
12725,10,2019,1,20,167.17,4,2,1
12726,8,2020,1,37,213.33,6,0,1
12727,1,2021,1,27,175.02,8,0,1
12728,3,2020,9,18,132.22,7,0,1
12729,4,2020,2,9,81.35,3,3,1
12730,4,2020,3,6,117.18,4,45,1
12731,10,2019,2,24,152.03,7,12,1
12732,1,2020,1,31,45.93,10,0,1
12733,5,2020,2,14,125.0,9,11,1
12734,8,2020,1,22,171.3,5,21,1
12735,12,2019,7,29,142.18,9,0,1
12736,3,2020,29,42,234.25,5,0,1
12737,11,2020,1,55,252.42,7,0,1
12738,10,2019,1,20,231.93,2,0,1
12739,5,2020,2,21,81.02,7,0,1
12740,12,2020,4,40,313.37,12,12,1
12741,5,2020,1,5,88.42,3,335,1
12742,8,2020,1,6,113.47,4,51,1
12743,11,2019,2,7,15.52,3,0,1
12744,1,2021,1,46,267.33,10,0,1
12745,8,2020,1,55,336.22,11,39,1
12746,11,2020,2,16,35.33,10,0,1
12747,6,2020,1,13,204.83,3,93,1
12748,1,2021,1,38,114.63,6,4,1
12749,2,2020,2,16,112.37,4,0,1
12750,11,2019,3,22,37.77,5,10,1
12751,4,2020,2,12,69.97,6,46,1
12752,11,2019,1,3,2.53,2,0,1
12753,11,2019,3,24,83.68,6,10,1
12754,8,2020,2,25,167.28,7,0,1
12755,2,2020,3,11,113.98,4,0,1
12756,3,2020,2,19,112.65,3,25,1
12757,9,2019,1,4,127.62,3,1,1
12758,9,2019,1,31,76.88,2,31,1
12759,9,2019,2,21,107.05,4,15,1
12760,7,2020,2,7,96.47,4,0,1
12761,8,2020,1,41,262.82,4,0,1
12762,9,2020,1,33,159.03,6,6,1
12763,1,2020,1,6,84.73,3,3,1
12764,4,2020,1,6,9.27,2,182,1
12765,10,2019,1,68,421.15,9,0,1
12766,4,2020,4,32,252.63,4,2,1
12767,9,2020,2,48,175.65,8,0,1
12768,1,2020,2,3,108.27,3,18,1
12769,5,2020,3,12,111.82,4,7,1
12770,1,2021,1,28,204.18,5,0,1
12771,12,2019,4,13,88.9,6,0,1
12772,4,2020,4,32,252.63,4,2,1
12773,6,2020,1,25,152.55,7,43,1
12774,8,2019,5,46,155.93,15,14,1
12775,1,2021,3,61,479.73,12,0,1
12776,3,2020,13,29,178.43,4,0,1
12777,2,2020,6,11,157.88,5,17,1
12778,6,2020,1,32,180.02,4,0,1
12779,4,2020,3,13,155.45,3,18,1
12780,4,2020,5,9,87.13,5,0,1
12781,8,2019,2,24,193.6,4,142,1
12782,6,2020,1,32,180.02,4,0,1
12783,10,2019,2,15,168.03,2,0,1
12784,2,2020,4,18,141.23,3,28,1
12785,8,2020,2,19,161.55,5,6,1
12786,3,2020,2,38,174.3,10,0,1
12787,5,2020,2,3,163.13,2,0,1
12788,9,2020,1,37,110.88,7,29,1
12789,5,2020,4,23,176.93,4,14,1
12790,3,2020,4,34,235.23,5,5,1
12791,9,2019,1,25,255.83,5,2,1
12792,7,2020,1,13,174.37,3,47,1
12793,11,2020,1,33,172.08,9,0,1
12794,12,2019,2,16,171.57,4,0,1
12795,1,2020,7,31,150.72,8,9,1
12796,2,2020,2,24,215.28,3,0,1
12797,3,2020,4,6,76.37,8,0,1
12798,1,2020,2,36,140.43,3,0,1
12799,10,2019,1,21,104.68,5,0,1
12800,3,2020,2,31,167.45,4,0,1
12801,10,2019,2,14,169.92,3,38,1
12802,12,2020,2,51,291.57,6,38,1
12803,10,2020,1,27,257.8,6,11,1
12804,10,2019,2,26,53.73,12,11,1
12805,9,2020,1,11,117.38,4,6,1
12806,7,2020,2,13,130.15,6,18,1
12807,7,2020,3,24,181.98,3,0,1
12808,1,2020,2,9,97.92,4,0,1
12809,8,2020,1,15,108.98,5,52,1
12810,1,2020,3,40,233.4,4,26,1
12811,12,2019,1,20,207.55,4,0,1
12812,7,2020,2,20,75.4,4,1,1
12813,7,2020,2,18,105.7,8,0,1
12814,10,2019,2,18,149.87,3,354,1
12815,2,2020,4,11,160.2,4,26,1
12816,9,2019,1,26,34.57,6,888,1
12817,3,2020,2,12,101.75,4,1,1
12818,8,2020,1,18,160.88,5,0,1
12819,9,2019,1,44,255.78,7,21,1
12820,12,2019,7,18,111.08,5,0,1
12821,10,2019,2,15,168.03,2,0,1
12822,5,2020,1,28,380.4,4,1,1
12823,7,2020,1,28,162.48,4,12,1
12824,3,2020,2,4,141.67,3,53,1
12825,7,2020,1,11,118.25,4,219,1
12826,10,2019,1,11,31.95,2,72,1
12827,11,2019,2,27,145.07,8,0,1
12828,3,2020,1,14,110.25,3,32,1
12829,8,2020,1,15,108.98,5,52,1
12830,1,2021,3,57,265.4,11,1,1
12831,7,2020,1,3,130.0,2,13,1
12832,9,2019,2,35,300.22,6,32,1
12833,9,2019,2,9,125.97,2,21,1
12834,2,2020,6,12,135.15,3,17,1
12835,4,2020,15,33,267.15,4,5,1
12836,10,2019,1,15,98.08,3,1,1
12837,7,2020,1,23,102.65,11,0,1
12838,7,2020,1,11,118.25,4,219,1
12839,7,2020,4,19,113.67,4,22,1
12840,10,2019,2,126,478.58,6,3,1
12841,10,2020,1,49,135.93,9,19,1
12842,9,2019,1,7,4.32,2,1,1
12843,8,2020,3,61,206.4,5,28,1
12844,12,2020,1,49,194.57,9,0,1
12845,12,2019,7,29,142.18,9,0,1
12846,2,2020,3,23,237.12,4,21,1
12847,7,2020,1,11,90.17,4,4,1
12848,7,2020,1,40,164.23,6,0,1
12849,4,2020,4,33,105.63,5,0,1
12850,6,2020,1,25,113.87,4,0,1
12851,12,2020,1,57,202.95,9,0,1
12852,7,2020,1,17,37.32,2,311,1
12853,5,2020,2,12,116.6,4,0,1
12854,8,2020,2,13,119.28,5,12,1
12855,10,2020,1,67,420.1,6,0,1
12856,1,2021,3,57,265.4,11,1,1
12857,7,2020,1,11,4.35,3,2345,1
12858,10,2019,1,12,109.05,5,18,1
12859,8,2019,1,24,62.18,7,843,1
12860,11,2020,4,66,299.83,17,36,1
12861,10,2019,4,19,167.63,5,0,1
12862,12,2019,11,33,277.57,8,14,1
12863,10,2020,1,50,416.62,4,0,1
12864,4,2020,8,44,199.62,5,0,1
12865,5,2020,12,23,77.62,6,20,1
12866,9,2019,1,11,104.83,3,0,1
12867,8,2020,1,79,331.65,7,14,1
12868,2,2020,16,56,189.05,9,9,1
12869,9,2019,2,8,99.72,2,0,1
12870,7,2019,2,51,151.83,5,936,1
12871,4,2020,2,80,217.25,7,24,1
12872,10,2019,2,43,495.87,7,0,1
12873,10,2019,1,33,180.65,6,11,1
12874,10,2019,1,14,48.17,2,0,1
12875,12,2020,1,55,168.22,5,68,1
12876,9,2019,1,7,117.43,4,14,1
12877,7,2020,3,22,191.32,10,3306,1
12878,9,2019,1,31,76.88,2,31,1
12879,4,2020,5,13,149.38,3,120,1
12880,7,2020,2,32,109.15,8,1,1
12881,1,2021,3,29,167.52,10,1,1
12882,9,2019,3,66,236.05,18,6,1
12883,5,2020,5,7,87.87,4,0,1
12884,9,2019,2,4,20.05,5,3,1
12885,5,2020,5,7,87.87,4,0,1
12886,4,2020,3,15,129.48,2,0,1
12887,3,2020,5,6,109.72,6,116,1
12888,10,2019,1,14,196.15,3,0,1
12889,9,2020,1,36,155.75,6,0,1
12890,5,2020,4,27,154.17,7,0,1
12891,6,2020,1,8,164.13,4,1,1
12892,12,2019,23,57,192.27,12,0,1
12893,10,2020,1,32,154.45,5,5,1
12894,2,2020,7,21,152.23,5,14,1
12895,8,2020,1,13,149.9,7,4,1
12896,12,2019,3,13,121.47,5,0,1
12897,12,2019,11,33,277.57,8,14,1
12898,9,2020,1,53,176.5,9,766,1
12899,8,2020,1,15,108.98,5,52,1
12900,10,2019,1,9,88.45,1,29,1
12901,8,2020,1,36,253.5,4,30,1
12902,7,2020,1,3,130.0,2,13,1
12903,11,2020,1,33,172.08,9,0,1
12904,11,2019,9,37,148.52,4,7,1
12905,12,2019,1,7,145.1,4,0,1
12906,7,2020,1,53,409.5,6,0,1
12907,10,2019,1,14,80.47,3,12,1
12908,10,2019,3,31,67.93,5,1,1
12909,10,2019,1,15,126.75,4,17,1
12910,4,2020,3,12,190.23,5,0,1
12911,12,2019,1,15,114.0,4,0,1
12912,1,2021,3,29,167.52,10,1,1
12913,12,2020,1,60,555.0,5,0,1
12914,8,2020,6,36,280.02,6,45,1
12915,5,2020,2,9,191.23,4,0,1
12916,9,2020,1,13,104.7,9,2,1
12917,8,2020,1,13,149.9,7,4,1
12918,10,2020,1,35,188.65,5,71,1
12919,12,2019,1,25,229.37,5,9,1
12920,1,2020,6,47,236.55,5,39,1
12921,9,2020,1,36,155.75,6,0,1
12922,10,2019,1,6,27.02,2,0,1
12923,6,2020,3,27,267.95,4,19,1
12924,6,2020,2,9,158.67,4,0,1
12925,6,2020,1,14,190.18,3,21,1
12926,5,2020,3,12,118.15,3,3,1
12927,6,2019,1,3,8.72,1,2233,1
12928,7,2020,3,10,91.6,2,24,1
12929,12,2019,1,2,0.85,2,0,1
12930,10,2020,1,67,420.1,6,0,1
12931,12,2019,1,20,39.18,3,9,1
12932,9,2020,2,48,175.65,8,0,1
12933,3,2020,4,34,190.92,3,126,1
12934,12,2020,1,23,121.27,5,117,1
12935,8,2019,1,24,62.18,7,843,1
12936,3,2020,5,12,133.4,4,0,1
12937,7,2020,2,20,75.4,4,1,1
12938,11,2019,2,27,145.07,8,0,1
12939,3,2020,4,3,72.03,4,21,1
12940,10,2019,3,34,183.6,5,12,1
12941,8,2020,1,13,204.57,5,0,1
12942,12,2020,1,29,212.42,5,0,1
12943,3,2020,4,10,66.93,6,0,1
12944,5,2020,1,22,186.38,9,23,1
12945,5,2020,4,23,164.17,4,0,1
12946,12,2019,23,57,192.27,12,0,1
12947,4,2020,5,22,257.93,6,0,1
12948,1,2021,1,59,435.4,7,58,1
12949,9,2019,1,25,255.83,5,2,1
12950,1,2021,2,32,242.67,7,24,1
12951,4,2020,1,14,113.82,3,0,1
12952,8,2020,1,35,424.57,5,0,1
12953,10,2019,1,26,36.07,2,168,1
12954,8,2020,1,41,262.82,4,0,1
12955,1,2020,1,20,194.83,3,0,1
12956,12,2019,4,51,394.02,16,0,1
12957,12,2019,1,6,144.75,3,0,1
12958,5,2020,1,12,150.58,4,0,1
12959,12,2020,1,14,176.33,8,9,1
12960,10,2019,1,20,231.93,2,0,1
12961,6,2020,1,3,86.75,3,0,1
12962,7,2020,4,17,93.42,5,0,1
12963,5,2020,2,6,79.45,2,0,1
12964,3,2020,2,14,170.52,3,0,1
12965,5,2020,4,29,156.92,3,0,1
12966,7,2020,1,5,131.63,3,43,1
12967,8,2019,2,12,135.33,5,3,1
12968,12,2019,1,8,19.35,7,1,1
12969,11,2019,1,12,49.77,3,0,1
12970,1,2020,6,48,151.68,13,19,1
12971,7,2020,1,11,118.25,4,219,1
12972,9,2019,3,24,136.47,5,0,1
12973,4,2020,2,12,69.97,6,46,1
12974,4,2019,1,12,147.75,11,3716,1
12975,1,2021,1,16,128.38,6,0,1
12976,9,2020,1,37,110.88,7,29,1
12977,7,2020,1,17,37.32,2,311,1
12978,7,2020,2,56,242.92,6,0,1
12979,7,2020,1,13,74.25,3,10,1
12980,8,2020,1,18,160.88,5,0,1
12981,1,2020,10,77,331.58,5,0,1
12982,10,2020,1,18,96.1,5,5,1
12983,8,2020,1,37,218.23,7,0,1
12984,5,2019,2,18,148.08,9,2687,1
12985,7,2019,2,11,91.0,5,1346,1
12986,3,2020,6,19,164.73,5,0,1
12987,10,2019,1,6,74.85,4,12,1
12988,9,2019,2,9,125.97,2,21,1
12989,12,2019,2,7,88.63,4,0,1
12990,10,2019,4,36,202.28,3,10,1
12991,1,2021,2,32,242.67,7,24,1
12992,8,2020,1,12,106.43,4,20,1
12993,1,2019,5,26,154.12,5,9464,1
12994,7,2020,12,31,209.03,13,0,1
12995,9,2019,1,44,255.78,7,21,1
12996,4,2020,5,24,107.77,9,0,1
12997,3,2020,5,15,104.18,3,2,1
12998,1,2020,1,32,144.92,2,0,1
12999,1,2021,1,21,228.43,7,0,1
13000,9,2019,1,12,80.63,3,7,1
13001,12,2019,2,24,224.47,4,142,1
13002,11,2019,1,14,49.23,2,0,1
13003,11,2019,5,20,166.03,7,0,1
13004,2,2020,3,13,61.85,4,11,1
13005,4,2020,5,137,424.78,5,1,1
13006,5,2020,2,12,123.93,4,0,1
13007,5,2020,1,12,129.75,3,0,1
13008,6,2020,1,8,164.13,4,1,1
13009,7,2020,3,35,174.95,6,11,1
13010,7,2020,1,24,15.4,4,0,1
13011,5,2020,1,15,157.32,4,11,1
13012,12,2019,11,21,123.42,4,2,1
13013,3,2020,29,42,234.25,5,0,1
13014,10,2019,8,23,118.73,10,1414,1
13015,2,2020,3,23,237.12,4,21,1
13016,5,2019,4,10,123.28,2,2690,1
13017,10,2019,1,14,196.15,3,0,1
13018,5,2020,2,17,174.5,6,0,1
13019,10,2020,3,17,153.15,8,0,1
13020,6,2020,1,10,116.25,4,0,1
13021,8,2020,3,15,167.2,5,19,1
13022,2,2020,2,16,112.37,4,0,1
13023,3,2020,2,25,202.77,3,26,1
13024,7,2020,1,12,185.37,4,0,1
13025,7,2020,5,22,310.5,3,1,1
13026,9,2020,3,31,120.15,15,12,1
13027,8,2020,1,16,153.72,6,0,1
13028,3,2020,12,14,175.6,6,1,1
13029,10,2019,1,23,39.18,6,0,1
13030,10,2019,9,28,163.73,4,3835,1
13031,9,2020,1,53,176.5,9,766,1
13032,8,2020,1,9,132.32,5,2162,1
13033,12,2019,1,20,175.47,9,0,1
13034,1,2021,1,34,168.82,8,0,1
13035,10,2019,2,24,152.03,7,12,1
13036,1,2020,6,42,198.65,4,0,1
13037,8,2020,1,12,77.13,7,0,1
13038,12,2019,3,12,85.98,3,0,1
13039,3,2020,10,12,134.1,4,26,1
13040,3,2020,3,26,169.03,2,87,1
13041,10,2019,1,20,231.85,2,1,1
13042,3,2020,6,9,14.42,4,0,1
13043,10,2020,1,57,198.93,7,0,1
13044,8,2020,1,22,171.3,5,21,1
13045,4,2020,4,32,252.63,4,2,1
13046,4,2020,5,22,131.02,3,0,1
13047,10,2019,2,27,245.17,4,23,1
13048,5,2020,1,11,149.78,4,0,1
13049,5,2020,2,34,169.27,6,21,1
13050,4,2020,3,12,190.23,5,0,1
13051,8,2020,1,16,153.72,6,0,1
13052,7,2020,2,17,152.85,6,0,1
13053,9,2020,7,61,271.72,6,26,1
13054,12,2020,1,40,199.8,6,0,1
13055,3,2020,1,7,22.38,3,0,1
13056,10,2019,1,3,0.15,2,0,1
13057,11,2019,2,4,107.12,3,2,1
13058,1,2021,2,32,150.55,6,0,1
13059,2,2020,3,26,433.22,3,20,1
13060,6,2020,1,13,114.93,5,6,1
13061,9,2020,1,27,231.93,8,2,1
13062,6,2020,1,19,143.53,6,17,1
13063,12,2020,1,60,555.0,5,0,1
13064,6,2020,1,6,144.33,4,0,1
13065,2,2020,3,13,61.85,4,11,1
13066,2,2020,3,13,61.85,4,11,1
13067,8,2019,2,3,34.67,3,679,1
13068,6,2020,1,3,86.75,3,0,1
13069,11,2020,1,49,239.23,6,0,1
13070,2,2019,3,25,133.43,2,5141,1
13071,8,2019,6,17,65.22,5,512,1
13072,1,2020,6,48,151.68,13,19,1
13073,3,2020,4,3,20.88,4,119,1
13074,3,2020,7,84,286.43,4,0,1
13075,6,2020,1,38,147.98,7,0,1
13076,9,2019,3,10,111.03,2,14,1
13077,5,2020,5,7,87.87,4,0,1
13078,9,2019,4,17,161.78,4,0,1
13079,4,2020,6,12,124.83,6,0,1
13080,10,2019,1,13,47.72,4,13,1
13081,3,2020,3,8,110.17,4,20,1
13082,2,2019,1,9,33.67,3,5007,1
13083,12,2019,1,16,105.85,3,49,1
13084,11,2019,2,17,216.02,5,0,1
13085,2,2020,9,73,349.18,8,0,1
13086,7,2020,5,38,166.05,3,0,1
13087,5,2020,1,12,150.58,4,0,1
13088,1,2020,1,10,45.87,2,357,1
13089,6,2020,1,10,116.25,4,0,1
13090,3,2020,6,13,84.98,7,11,1
13091,8,2019,6,17,65.22,5,512,1
13092,5,2020,4,10,157.23,4,0,1
13093,1,2021,2,44,82.32,3,58,1
13094,12,2020,1,51,385.05,16,0,1
13095,1,2021,3,57,265.4,11,1,1
13096,9,2019,1,10,81.03,3,12,1
13097,9,2019,1,23,37.63,11,18,1
13098,3,2020,7,84,286.43,4,0,1
13099,7,2020,1,9,88.0,6,0,1
13100,1,2020,5,22,153.67,5,8,1
13101,8,2020,1,55,336.22,11,39,1
13102,2,2020,2,4,56.62,3,0,1
13103,2,2020,6,11,177.27,3,2,1
13104,7,2020,2,9,109.27,5,8,1
13105,5,2020,2,18,218.68,4,0,1
13106,1,2020,2,24,31.77,4,648,1
13107,7,2020,1,21,190.43,5,8,1
13108,4,2020,5,22,257.93,6,0,1
13109,11,2019,12,34,255.12,12,10,1
13110,9,2020,1,12,109.47,4,0,1
13111,1,2021,2,32,150.55,6,0,1
13112,11,2020,1,83,240.45,5,19,1
13113,8,2019,2,24,193.6,4,142,1
13114,8,2020,2,25,167.28,7,0,1
13115,4,2020,6,16,97.5,3,0,1
13116,8,2020,1,12,106.43,4,20,1
13117,5,2020,3,12,111.82,4,7,1
13118,10,2019,1,4,16.57,3,0,1
13119,9,2020,2,81,202.35,19,0,1
13120,5,2020,1,5,88.42,3,335,1
13121,8,2020,2,12,163.57,6,0,1
13122,4,2020,3,36,172.63,18,16,1
13123,2,2019,1,53,81.6,3,4786,1
13124,5,2020,2,18,218.68,4,0,1
13125,5,2020,2,6,79.45,2,0,1
13126,1,2020,4,16,109.8,4,13,1
13127,12,2019,9,51,262.02,8,21,1
13128,8,2020,1,37,165.78,10,0,1
13129,9,2019,2,20,314.48,3,0,1
13130,1,2020,2,6,113.62,3,0,1
13131,3,2020,2,18,144.65,4,0,1
13132,7,2020,1,19,178.42,5,0,1
13133,12,2019,2,6,166.3,4,52,1
13134,12,2019,1,20,207.55,4,0,1
13135,10,2019,1,20,167.17,4,2,1
13136,7,2020,1,61,239.33,5,0,1
13137,10,2019,2,126,478.58,6,3,1
13138,3,2020,19,39,150.23,5,16,1
13139,9,2020,3,31,120.15,15,12,1
13140,5,2020,1,48,144.72,6,0,1
13141,7,2020,1,4,48.7,4,97,1
13142,11,2020,1,18,277.05,6,0,1
13143,9,2020,1,19,122.58,4,0,1
13144,10,2019,1,40,128.93,6,0,1
13145,4,2020,5,137,424.78,5,1,1
13146,4,2020,7,27,153.12,3,23,1
13147,12,2019,1,31,284.85,4,0,1
13148,12,2019,1,10,93.03,4,40,1
13149,10,2019,1,14,80.47,3,12,1
13150,9,2019,1,42,99.6,3,115,1
13151,10,2019,1,68,421.15,9,0,1
13152,1,2020,5,8,85.88,4,20,1
13153,8,2020,1,7,190.87,4,23,1
13154,8,2019,1,9,117.7,3,0,1
13155,8,2019,1,6,54.12,4,5,1
13156,11,2019,1,15,73.2,2,0,1
13157,8,2020,2,41,195.02,7,0,1
13158,8,2020,1,18,103.95,7,22,1
13159,2,2020,2,4,56.62,3,0,1
13160,9,2019,3,24,77.45,8,0,1
13161,9,2019,2,23,81.87,5,53,1
13162,6,2020,1,13,204.83,3,93,1
13163,3,2020,10,27,168.37,3,0,1
13164,6,2020,1,20,93.0,4,9,1
13165,9,2019,2,16,107.27,4,0,1
13166,12,2019,1,20,175.47,9,0,1
13167,4,2020,1,11,79.58,2,0,1
13168,10,2019,3,38,165.68,7,0,1
13169,4,2020,15,41,254.08,3,29,1
13170,3,2020,3,18,127.43,6,0,1
13171,11,2019,2,17,202.93,3,0,1
13172,8,2020,1,19,82.83,6,15,1
13173,5,2020,3,18,115.75,5,0,1
13174,10,2020,1,33,95.62,9,0,1
13175,10,2019,3,47,493.33,12,0,1
13176,3,2020,4,34,235.23,5,5,1
13177,9,2020,1,15,149.55,5,0,1
13178,10,2019,3,10,91.08,4,0,1
13179,9,2019,1,12,121.22,4,144,1
13180,8,2020,1,18,45.27,7,10,1
13181,9,2019,1,31,76.88,2,31,1
13182,3,2020,4,34,190.92,3,126,1
13183,6,2020,1,21,184.15,4,0,1
13184,3,2020,2,4,141.67,3,53,1
13185,5,2020,1,5,88.42,3,335,1
13186,7,2020,1,41,203.0,5,0,1
13187,12,2020,1,14,199.25,6,22,1
13188,3,2020,9,18,132.22,7,0,1
13189,7,2020,1,13,128.32,5,2,1
13190,6,2020,3,66,331.23,13,3391,1
13191,2,2020,7,21,152.23,5,14,1
13192,6,2020,1,25,113.87,4,0,1
13193,6,2020,2,37,161.1,8,13,1
13194,10,2019,2,126,478.58,6,3,1
13195,6,2020,2,30,301.3,3,0,1
13196,8,2020,1,12,77.13,7,0,1
13197,3,2020,4,14,105.85,3,35,1
13198,1,2020,4,12,72.23,13,12,1
13199,8,2020,1,37,165.78,10,0,1
13200,7,2020,3,10,91.6,2,24,1
13201,8,2020,1,6,113.47,4,51,1
13202,3,2020,2,18,144.65,4,0,1
13203,12,2020,1,14,176.33,8,9,1
13204,8,2020,1,40,81.38,10,10,1
13205,1,2020,1,10,45.87,2,357,1
13206,4,2020,4,53,266.22,9,0,1
13207,5,2020,1,27,176.63,4,0,1
13208,12,2019,2,16,171.57,4,0,1
13209,1,2020,28,39,220.17,8,0,1
13210,10,2019,2,19,119.27,2,0,1
13211,11,2020,1,48,242.07,6,0,1
13212,5,2020,4,23,164.17,4,0,1
13213,11,2020,1,20,150.75,7,42,1
13214,10,2020,1,51,290.02,3,0,1
13215,12,2019,1,21,184.67,4,0,1
13216,7,2020,1,22,88.98,5,0,1
13217,9,2019,1,33,231.93,10,0,1
13218,3,2020,20,39,279.58,4,14,1
13219,3,2020,5,12,133.4,4,0,1
13220,10,2019,1,14,80.47,3,12,1
13221,5,2020,5,13,216.28,5,0,1
13222,2,2020,2,7,121.55,3,2,1
13223,4,2020,6,16,97.5,3,0,1
13224,11,2019,1,32,168.07,2,57,1
13225,11,2020,1,18,212.6,7,0,1
13226,11,2019,2,17,216.02,5,0,1
13227,1,2020,10,16,135.72,6,1,1
13228,2,2020,4,11,160.2,4,26,1
13229,9,2020,1,15,149.55,5,0,1
13230,9,2020,2,31,198.27,9,0,1
13231,4,2020,5,34,183.33,4,115,1
13232,4,2020,9,15,161.95,4,1,1
13233,1,2021,3,61,479.73,12,0,1
13234,4,2020,1,6,9.27,2,182,1
13235,2,2020,2,7,121.55,3,2,1
13236,1,2020,10,77,331.58,5,0,1
13237,1,2020,4,16,109.8,4,13,1
13238,6,2020,1,13,135.72,3,12,1
13239,10,2020,1,13,179.77,5,33,1
13240,1,2020,9,26,109.33,4,2,1
13241,6,2020,1,41,251.23,7,12,1
13242,3,2020,4,21,144.28,4,0,1
13243,1,2020,1,5,97.88,3,0,1
13244,11,2020,1,33,172.08,9,0,1
13245,6,2020,2,30,301.3,3,0,1
13246,8,2020,1,8,154.68,6,0,1
13247,9,2019,2,22,172.92,8,67,1
